,CLOSDATE,year,consolidation_code,num_months,Turnover,Sales,Employees,Material_costs,Depreciation,Costs_of_employees,Tangible_fixed_assets,Intangible_fixed_assets,Fixed_assets,other_fixed_assets,current_assets,tota_assets,current_liabilities,net_current_assets,Added_value,enterprise_value,costs_of_goods_sold,gross_profit,EBIT,EBITDA,liquidity_ratio,solvency_ratio_asset,solvency_ratio_liability,name,country,country_iso,entity_type,status,status_date,legal_form,entity_form,company_cateogry,listed,historical_record_flag,historical_record_date,nace_main_section,nace_core_code,NACE_prim,NACE_sec,revenue_per_employees,CASE_CODE,PROCEDURE_CODE,CASE_TITLE,FIRM NAME,MEMBER_STATE,SECTOR,CASE_CODE.1,AID_INSTRUMENT,CASE_TYPE,START_DATE,END_DATE,NOTIFICATION_DATE,DECISIONS,LAST_DECISION,OBJECTIVES,DECISION_DATE,OJ_INFO,RELATED_CASES,STATUS(0=SURVIVAL / 1=M&A / 2=DEATH),DEAL_TYPE,ACQUIROR,DATE_RACHAT_ou_death
AT9150092530,2011-12-31,2011,U1,12,78132962.0,71516048.0,370.0,52737459.0,1578292.0,16130423.0,3818254.0,928234.0,26889228.0,22142740.0,22233421.0,49122649.0,,22233421.0,19537968.0,,,,-660873.0,917418.0,,-74.76,,Eybl Austria GmbH,Austria,AT,C,Active,,Private limited companies,Corporate,Large company,Unlisted,,,C - Manufacturing,1391.0,1391.0,1392.0,211170.16756756758,N81/2009,N81/2009,Rescue Aid to Eybl Austria GmbH,Eybl Austria GmbH,Austria,"C.13 - Manufacture of textiles, S - Other services activities",N81/2009,Guarantee,Individual Application,01-03-2009,30-09-2009,13-02-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,14-04-09,JOCE C/125/2009,,1,Acquisition à 100%,ARDAN LIVVEY INVESTORS B.V.,09/2020
ATFEB33785,2013-01-01,2013,LF,12,3455283868.0,,285.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,12123803.045614036,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB33785,2012-01-01,2012,LF,12,3581763720.0,,290.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,12350909.379310345,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB33785,2014-01-01,2014,LF,12,3187876158.0,,280.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,11385271.992857143,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB33785,2011-01-01,2011,LF,12,3683436000.0,,292.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,12614506.849315068,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB33785,2016-01-01,2016,LF,12,3305286584.0,,285.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,11597496.785964912,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB33785,2017-01-01,2017,LF,12,,,285.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB33785,2015-01-01,2015,LF,12,3512160323.0,,278.0,,,,,,,,,,,,,,,,,,,,,HYPO-BANK BURGENLAND Aktiengesellschaft,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Delisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,12633670.226618705,C44/2003,"C44/2003, NN158/2001",Bank Burgenland - restructuring aid,Bank Burgenland,Austria,K - Financial and insurance activities,C44/2003,Guarantee,Individual Application,,,24-06-03,"Article 4(4) - decision to extend proceedings, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,07-05-04,"JOCE C/037/2004, JOCE C/189/2003, JOCE L/263/2005",,1,Acquisition 100%,Grazer wechselseitige Versicherung,12/05/2006
ATFEB43719,2016-01-01,2016,LF,12,34991128056.0,,2819.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,12412603.070592409,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB43719,2015-01-01,2015,LF,12,33910710498.0,,3091.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,10970789.549660305,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB43719,2014-01-01,2014,LF,12,33549057689.0,,3598.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,9324362.892996108,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB43719,2013-01-01,2013,LF,12,35649706586.0,,4043.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,8817637.04823151,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB43719,2012-01-01,2012,LF,12,39905753716.0,,4153.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,9608898.077534312,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB43719,2011-01-01,2011,LF,12,40822306579.0,,4142.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,9855699.318928054,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB43719,2010-01-01,2010,LF,12,38371621083.0,,4296.0,,,,,,,,,,,,,,,,,,,,,BAWAG P.S.K. Bank fuer Arbeit u. Wirtschaft u. OEsterreichische P. AG,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6419.0,6419.0,6492.0,8931941.592877096,C50/2006,"C50/2006, NN68/2006",BAWAG,BAWAG,Austria,"K.64 - Financial service activities, except insurance and pension funding",C50/2006,Guarantee,Ad Hoc Case,01-01-2006,01-07-2007,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional Decision,Restructuring firms in difficulty,27-06-07,"JOCE C/332/2006, JOCE L/83/2008",,1,Institutional buy-out 100%,"GENERALI HOLDING VIENNA AG, OSTERREICHISCHE POST AG, BAUSPARKASSE WUSTENROTAG, CERBERUS CAPITAL MANAGEMENT LP",15-05-2007
ATFEB45364,2013-01-01,2013,LF,12,750325839.0,,552.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6420.0,6420.0,,1359285.9402173914,C41/2009,"C41/2009, N698/2009",€ - $ - Emergency support for Hypo Alpe Adria,Hypo Alpe Adria,Austria,K - Financial and insurance activities,C41/2009,"Guarantee, Other forms of equity intervention",Individual Application,15-12-2009,,17-12-09,Decision not to raise objections,Decision not to raise objections,"Remedy for a serious disturbance in the economy, Restructuring firms in difficulty",23-12-09,JOCE C/85/2010,"SA.28487, SA.28487",2,,,2014
ATFEB45364,2014-01-01,2014,LF,12,622667804.0,,535.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6420.0,6420.0,,1163865.0542056074,C41/2009,"C41/2009, N698/2009",€ - $ - Emergency support for Hypo Alpe Adria,Hypo Alpe Adria,Austria,K - Financial and insurance activities,C41/2009,"Guarantee, Other forms of equity intervention",Individual Application,15-12-2009,,17-12-09,Decision not to raise objections,Decision not to raise objections,"Remedy for a serious disturbance in the economy, Restructuring firms in difficulty",23-12-09,JOCE C/85/2010,"SA.28487, SA.28487",2,,,2014
ATFEB45364,2012-01-01,2012,LF,12,965339371.0,,586.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6420.0,6420.0,,1647336.8105802047,C41/2009,"C41/2009, N698/2009",€ - $ - Emergency support for Hypo Alpe Adria,Hypo Alpe Adria,Austria,K - Financial and insurance activities,C41/2009,"Guarantee, Other forms of equity intervention",Individual Application,15-12-2009,,17-12-09,Decision not to raise objections,Decision not to raise objections,"Remedy for a serious disturbance in the economy, Restructuring firms in difficulty",23-12-09,JOCE C/85/2010,"SA.28487, SA.28487",2,,,2014
ATFEB45364,2016-01-01,2016,LF,12,130660936.0,,356.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6420.0,6420.0,,367025.1011235955,C41/2009,"C41/2009, N698/2009",€ - $ - Emergency support for Hypo Alpe Adria,Hypo Alpe Adria,Austria,K - Financial and insurance activities,C41/2009,"Guarantee, Other forms of equity intervention",Individual Application,15-12-2009,,17-12-09,Decision not to raise objections,Decision not to raise objections,"Remedy for a serious disturbance in the economy, Restructuring firms in difficulty",23-12-09,JOCE C/85/2010,"SA.28487, SA.28487",2,,,2014
ATFEB45364,2017-01-01,2017,LF,12,,,356.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6420.0,6420.0,,,C41/2009,"C41/2009, N698/2009",€ - $ - Emergency support for Hypo Alpe Adria,Hypo Alpe Adria,Austria,K - Financial and insurance activities,C41/2009,"Guarantee, Other forms of equity intervention",Individual Application,15-12-2009,,17-12-09,Decision not to raise objections,Decision not to raise objections,"Remedy for a serious disturbance in the economy, Restructuring firms in difficulty",23-12-09,JOCE C/85/2010,"SA.28487, SA.28487",2,,,2014
ATFEB45364,2015-01-01,2015,LF,12,424764762.0,,441.0,,,,,,,,,,,,,,,,,,,,,Heta Asset Resolution Ag,Austria,AT,B,Active,,Public limited companies,Bank,Very large company,Unlisted,,,K - Financial and insurance activities,6420.0,6420.0,,963185.4013605443,C41/2009,"C41/2009, N698/2009",€ - $ - Emergency support for Hypo Alpe Adria,Hypo Alpe Adria,Austria,K - Financial and insurance activities,C41/2009,"Guarantee, Other forms of equity intervention",Individual Application,15-12-2009,,17-12-09,Decision not to raise objections,Decision not to raise objections,"Remedy for a serious disturbance in the economy, Restructuring firms in difficulty",23-12-09,JOCE C/85/2010,"SA.28487, SA.28487",2,,,2014
BE0203430576,2007-12-31,2007,U2,12,2402526000.0,2257850000.0,1178.0,10910000.0,62226000.0,1908198000.0,1434870000.0,45235000.0,6290043000.0,4809939000.0,4557057000.0,10847100000.0,5737292000.0,-1180235000.0,,,,,151638000.0,213864000.0,0.79,17.32,20.95,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,4910.0,4910.0,4920.0,2039495.7555178269,N726/2009,N726/2009,"Aide à la restructuration des activités ""fret"" de la SA de droit public SNCB",SNCB,Belgium,H.49.20 - Freight rail transport,N726/2009,"Debt write-off, Direct grant, Other forms of equity intervention",Ad Hoc Case,01-07-2010,,24-12-09,"Corrigendum, Decision not to raise objections",Decision not to raise objections,Restructuring firms in difficulty,11-11-10,JOCE C/327/2010,,0,,,
BE0203430576,2007-12-31,2007,U2,12,2402526000.0,2257850000.0,1178.0,10910000.0,62226000.0,1908198000.0,1434870000.0,45235000.0,6290043000.0,4809939000.0,4557057000.0,10847100000.0,5737292000.0,-1180235000.0,,,,,151638000.0,213864000.0,0.79,17.32,20.95,Sncb - Nmbs,Belgium,BE,C,Active,,Public limited companies,Corporate,Very large company,Unlisted,,,H - Transportation and storage,4910.0,4910.0,4920.0,2039495.7555178269,N55/2005,N55/2005,Notification de certains accords conclus entre la SNCB et sa filiale IFB - (cas existant NN 9/2004),SNCB,Belgium,H - Transporting and storage,N55/2005,Debt write-off,Scheme,,,02-02-05,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,07-12-05,,,0,,,
