CASE_CODE,PROCEDURE_CODE,CASE_TITLE,FIRM NAME,MEMBER_STATE,SECTOR,CASE_CODE,AID_INSTRUMENT,CASE_TYPE,START_DATE,END_DATE,NOTIFICATION_DATE,DECISIONS,LAST_DECISION,OBJECTIVES,DECISION_DATE,OJ_INFO,RELATED_CASES,BvD_ID_NUMBER,STATUS(0=SURVIVAL / 1=M&A / 2=DEATH),DEAL_TYPE,ACQUIROR,DATE_RACHAT_ou_death
SA.33317,2011/N,Rescue Aid to PKS Lubliniec,PKS Lubliniec,Poland,"G.45.2 - Maintenance and repair of motor vehicles, G.45.3 - Sale of motor vehicle parts and accessories, G.47.2 - Retail sale of food, beverages and tobacco in specialised stores, G.47.3 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.33317,Soft loan,Ad Hoc Case,08-09-2011,08-03-2012,08-07-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,08-09-11,JOCE C/303/2011,,PL430962022 ,0,,,
SA.34758,2012/N,Restructuring aid to PKS Lubliniec.,PKS Lubliniec.,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.34758,Direct grant,Ad Hoc Case,01-01-2012,31-12-2014,08-05-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,11-07-12,JOCE C/173/2013,,PL430962022 ,0,,,
N28/2006,N28/2006,TECHMATRANS S.A.,TECHMATRANS S.A.,Poland,x,N28/2006,Other forms of equity intervention,Ad Hoc Case,,,06-01-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-02-06,JOCE C/087/2006,,PL672902759,0,,,
C6/2007,"C6/2007, N558/2006",Restructuring aid for Techmatrans,Techmatrans,Poland,C.28.22 - Manufacture of lifting and handling equipment,C6/2007,Other,Ad Hoc Case,01-01-2001,01-01-2001,21-08-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,28-11-07,"JOCE C/77/2007, JOCE L/86/2008",,PL672902759,0,,,
N103/2010,N103/2010,Rescue aid to PZL-Sędziszów,PZL-Sędziszów,Poland,C.29.32 - Manufacture of other parts and accessories for motor vehicles,N103/2010,Soft loan,Ad Hoc Case,17-06-2010,17-01-2011,16-03-10,"Article 4(3) - decision not to raise objections, Corrigendum",Decision not to raise objections,Rescuing firms in difficulty,30-05-13,JOCE C/204/2013,,PL690587953 ,0,,,
SA.32117,2010/N,"Restructuring aid for ""PZL-Sędziszów"" S.A.",PZL-Sędziszów,Poland,C.29.32 - Manufacture of other parts and accessories for motor vehicles,SA.32117,"Debt write-off, Soft loan, Tax deferment",Ad Hoc Case,30-05-2012,,17-12-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,30-05-12,JOCE C/206/2012,,PL690587953 ,0,,,
N693/2009,N693/2009,"Rescue aid to Zaklady Chemiczne ""POLICE"" S.A.","Zaklady Chemiczne ""POLICE"" S.A.",Poland,"C.20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",N693/2009,Soft loan,Ad Hoc Case,01-06-2010,30-11-2010,15-12-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,26-05-10,JOCE C/185/2010,,PL810822270,1,Acquisition 66%,,
C19/2005,"C19/2005, N203/2005",Restructuring aid for Szczecin shipyard,Szczecin shipyard,Poland,C.30.1 - Building of ships and boats,C19/2005,"Debt write-off, Soft loan, Tax deferment",Ad Hoc Case,,,28-04-04,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(5) and 14(1) - negative decision with recovery, Corrigendum",Negative decision with recovery,Restructuring firms in difficulty,09-09-09,"JOCE C/222/2005, JOCE L/5/2010",,PL811905220,0,,,
C43/2007,"C43/2007, N64/2007",# - Change of restructuring plan of Huta Stalowa Wola,Huta Stalowa Wola,Poland,C.28 - Manufacture of machinery and equipment n.e.c.,C43/2007,Other,Individual Application,02-07-2007,,02-02-07,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,10-03-09,"JOCE C/298/2007, JOCE L/81/2010","C44/2005, C44/2005",PL830005443,0,,,
C44/2005,"C44/2005, NN79/2005",Restructuring aid to Huta Stalowa Wola,Huta Stalowa Wola,Poland,C.28 - Manufacture of machinery and equipment n.e.c.,C44/2005,"Debt write-off, Direct grant, Other forms of equity intervention, Reduction of social security contributions, Tax deferment",Individual Application,01-01-2003,01-12-2007,15-10-04,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision, Article 9 - revocation of a decision",Revocation of a decision,"Environmental protection, Restructuring firms in difficulty",10-03-09,"JOCE C/034/2006, JOCE L/112/2007, JOCE L/81/2010",,PL830005443,1,100%,,
C49/2008,"C49/2008, N402/2008",Restructuring aid to PZL Debica,PZL Debica,Poland,"C.25.11 - Manufacture of metal structures and parts of structures
C.25.2 - Manufacture of tanks, reservoirs and containers of metal
C.25.61 - Treatment and coating of metals
C.28.1 - Manufacture of general-purpose machinery
C.28.25 - Manufacture of non-domestic cooling and ventilation equipment
C.28.29 - Manufacture of other general-purpose machinery n.e.c.
F.43.22 - Plumbing, heat and air conditioning installation
G.46.19 - Agents involved in the sale of a variety of goods",C49/2008,x,Ad Hoc Case,,,13-08-08,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,19-12-12,"JOCE C/53/2009, JOCE L/167/2013",,PL850331718 ,0,,,
N116/2009,N116/2009,Rescue aid for Diora Swidnica Sp. z o.o.,Diora Swidnica Sp. z o.o.,Poland,C - Manufacturing,N116/2009,Soft loan,Individual Application,,,26-02-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-04-09,JOCE C/143/2009,,PL890506919 ,0,,,
SA.35546,"2012/NN, 2013/C",Restructuring aid to Viana shipyards (ENVC – Estaleiros Navais de Viana do Castelo S.A.),ENVC – Estaleiros Navais de Viana do Castelo S.A.,Portugal,"	C.30.11 - Building of ships and floating structures
C.30.40 - Manufacture of military fighting vehicles",SA.35546,"Direct grant, Guarantee, Loan/ Repayable advances, Other forms of equity intervention",Ad Hoc Case,31-01-2006,31-12-2013,03-10-12,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,07-05-15,"JOCE C/95/2013, JOCE L/250/2015",,PT500100527,0,,,
N740/2000,N740/2000,Prolongation de la période de contrôle pour Siderurgia Nacional,Siderurgia Nacional,Portugal,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,N740/2000,x,Ad Hoc Case,,,31-10-00,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,29-01-01,,,PT503204455,0,,,
SA.46312,2016/N,Rescue aid to Compania Nationala a Uraniului SA,Compania Nationala a Uraniului SA,Romania,B.07.21 - Mining of uranium and thorium ores,SA.46312,Soft loan,Individual Application,01-10-2016,01-04-2017,25-08-16,Decision not to raise objections,Decision not to raise objections,Rescuing undertakings in difficulty,30-09-16,JOCE C/425/2016,,RO10254529,0,,,
SA.48394,"2017/N, 2018/C",Restructuring of National Uranium Company (Companiei Nationale a Uraniului CNU),Companiei Nationale a Uraniului CNU,Romania,B.07.21 - Mining of uranium and thorium ores,SA.48394,"Debt write-off, Direct grant, Other forms of equity intervention",Ad Hoc Case,30-03-2017,31-12-2021,12-06-17,"Decision to initiate the formal investigation procedure, Negative decision on notified aid not put into effect, Negative decision with recovery",Negative decision with recovery,Restructuring undertakings in difficulty,24-02-20,"JOCE C/236/2018, JOCE L/224/2020",SA.46312,RO10254529,pas trouvé,,,
SA.43785,"2018/C, 2018/NN",Aid to CE Hunedoara,CE Hunedoara,Romania,x,SA.43785,Loan/ Repayable advances,Ad Hoc Case,,,04-12-15,"Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative Decision with Recovery,Rescuing firms in difficulty,08-11-18,"JOCE C/158/2018, JOCE L/48/2019",SA.41318,RO2126855,0,,,
N129/2009,N129/2009,State aid system intended to rescue the AVAS’s portfolio companies,AVAS’s portfolio companies,Romania,x,N129/2009,Soft loan,Scheme,15-03-2009,31-12-2010,06-01-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Rescuing firms in difficulty, SMEs",04-05-09,JOCE C/143/2009,,RO2643045,pas trouvé,,,
SA.41318,2015/N,Rescue aid to Complexul Energetic Hunedoara,Complexul Energetic Hunedoara,Romania,"D.35 - Electricity, gas, steam and air conditioning supply",SA.41318,Loan/ Repayable advances,Ad Hoc Case,23-04-2015,22-10-2015,20-03-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,21-04-15,JOCE C/203/2015,,RO30855230,0,,,
SA.17006,"C27/2004, CZ49/2003",Agrobanka,Agrobanka,Czechia,"K.64 - Financial service activities, except insurance and pension funding",SA.17006,"Guarantee, Other",Ad Hoc Case,,,23-12-03,"Decision to initiate the formal investigation procedure, Positive decision",Positive Decision,Restructuring firms in difficulty,18-07-07,"JOCE C/010/2005, JOCE C/292/2004, JOCE L/67/2008",,RS07564856,0,,,
SA.35668,"2013/C, 2013/NN",SAS new Revolving Credit Facility,SAS (Scandinavian Airlines),Denmark,H.51.10 - Passenger air transport,SA.35668,Other,Ad Hoc Case,15-12-2012,,06-11-12,"Article 4(2) - decision does not constitute aid, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(2) - decision does not constitute aid (after formal investigation procedure)",Decision does not constitude aid,Restructuring firms in difficulty,09-07-14,"JOCE C/283/2013, JOCE L/366/2014","SA.29785, SA.36327",SE5566068499,0,,,
SA.26379,"C13/2010, NN17/2010",ELAN,ELAN,Slovenia,"C.30.1 - Building of ships and boats
C.32.30 - Manufacture of sports goods",SA.26379,Other forms of equity intervention,Ad Hoc Case,,,12-05-10,"Decision does not constitute aid (after formal investigation procedure), Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,"Rescuing firms in difficulty, Restructuring firms in difficulty",19-09-12,"JOCE C/223/2010, JOCE L/144/2014",,SI1580531 ,1,Acquisition 100%,"Merrill Lynch International, Wiltan Enterprises Limited",29/06/2015
SA.49214,2017/N,Restructuring aid to Semenarna Ljubljana d.o.o.,Semenarna Ljubljana d.o.o.,Slovenia,"A - Agriculture, forestry and fishing",SA.49214,Soft loan,Ad Hoc Case,30-04-2018,30-04-2023,28-09-17,Decision not to raise objections,Decision not to raise objections,Restructuring undertakings in difficulty,25-06-18,JOCE C/339/2018,,SI50055,1,Acquisition 100%,Agromarket doo,11/02/2020
SA.36896,2013/N,Rescue aid for Mariborska Livarna Maribor (''MLM d.d.'') - Slovenia,Mariborska Livarna Maribor,Slovenia,C - Manufacturing,SA.36896,Guarantee,Individual Application,30-09-2013,,24-06-13,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,30-09-13,JOCE C/11/2014,,SI5035333 ,0,,,
SA.38528,2014/N,Restructuring aid for Mariborska Livarna Maribor (''MLM d.d.''),Mariborska Livarna Maribor,Slovenia,C - Manufacturing,SA.38528,"Guarantee, Other forms of equity intervention",Individual Application,,,28-03-14,Decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,16-07-15,JOCE C/309/2015,,SI5035333 ,0,,,
C19/2006,"C19/2006, NN29/2006",Restructuring aid for Javor Pivka,Javor Pivka,Slovenia,"C.16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",C19/2006,"Direct grant, Guarantee",Ad Hoc Case,,,02-12-04,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,10-07-07,"JOCE C/194/2006, JOCE L/29/2008","C19/2006, C19/2006",SI5038634,0,,,
SA.36548,2013/N,Rescue aid for Cimos,Cimos,Slovenia,C.29.3 - Manufacture of parts and accessories for motor vehicles,SA.36548,Guarantee,Ad Hoc Case,02-07-2013,21-11-2013,17-04-13,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,02-07-13,JOCE C/287/2013,,SI5040302,1,Acquisition 92.3%,COGEM ITALIA SRL,18/05/2017
SA.37792,"2013/N, 2014/C",Restructuring program of Cimos d.d.,Cimos d.d.,Slovenia,C - Manufacturing,SA.37792,Other forms of equity intervention,Ad Hoc Case,,,21-11-13,"Decision to initiate the formal investigation procedure, Positive decision",Positive decision,Restructuring firms in difficulty,08-06-15,"JOCE C/156/2014, JOCE L/59/2016",SA.36548,SI5040302,1,Aquisition 92.3%,Cogeme Italia,18/05/2017
SA.38631,2014/N,Rescue aid for Polzela d.d.,Polzela d.d.,Slovenia,C.13 - Manufacture of textiles,SA.38631,"Guarantee, Soft loan",Ad Hoc Case,,23-12-2014,17-04-14,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Rescuing firms in difficulty, Restructuring firms in difficulty",23-06-14,JOCE C/280/2014,,SI5041210,0,,,
SA.40419,2015/NN,Restructuring aid for Polzela d.d.,Polzela d.d.,Slovenia,C.13 - Manufacture of textiles,SA.40419,"Debt write-off, Guarantee, Other, Other forms of equity intervention, Soft loan",Individual Application,,,23-12-14,Decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,12-05-16,JOCE C/258/2016,,SI5041210,0,,,
SA.32715,"2012/C, 2012/NN",Alleged aid to Adria Airways,Adria Airways,Slovenia,H.51 - Air transport,SA.32715,Other forms of equity intervention,Ad Hoc Case,30-09-2011,,11-03-11,"Decision finding that the measures do not constitute aid (after formal investigation procedure), Decision to initiate the formal investigation procedure, Positive decision",Positive decision,Restructuring firms in difficulty,09-07-14,"JOCE C/69/2013, JOCE L/78/2015",,SI5156505,pas trouvé,,,
C20/2006,"C20/2006, NN30/2006",Restructuring aid for Novoles Straza,Novoles Straza,Slovenia,"C.16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",C20/2006,"Direct grant, Guarantee",Ad Hoc Case,,,02-12-04,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,Restructuring firms in difficulty,10-07-07,"JOCE C/194/2006, JOCE L/29/2008","C20/2006, C20/2006",SI5404819 ,2,,,2017-03-17
C42/2005,"C42/2005, NN66/2005",Restructuring aid to KONAS - Slovakia,KONAS - Slovakia,Slovakia,C.33.20 - Installation of industrial machinery and equipment,C42/2005,Tax deferment,Individual Application,,,19-04-05,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional decision,Restructuring firms in difficulty,26-09-06,"JOCE C/323/2005, JOCE L/91/2007",,SK31573207,not found,,,
SA.18211,"C25/2005, CR25/2005, NN21/2005",Frucona Kosice,Frucona Kosice,Slovakia,"C.10.8 - Manufacture of other food products
C.11.0 - Manufacture of beverages",SA.18211,Debt write-off,Ad Hoc Case,,,04-10-04,"Corrigendum, Decision to initiate the formal investigation procedure, Negative decision with recovery, Referral to Court of Justice (non-compliance with decisions)",Referral to Court of Justice (non-compliance with decisions),Restructuring firms in difficulty,28-04-14,"JOCE C/233/2005, JOCE L/112/2007, JOCE L/176/2014",,SK31709346  ,0,,,
SA.33797,"2013/C, 2013/NN",NCHZ,NCHZ,Slovakia,C.20.59 - Manufacture of other chemical products n.e.c.,SA.33797,Reduction of social security contributions,Ad Hoc Case,,,20-10-11,"Decision finding that the measures do not constitute aid (after formal investigation procedure), Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative Decision with Recovery,Restructuring firms in difficulty,15-10-14,"JOCE C/297/2013, JOCE L/269/2015",,SK36305189 ,not found,,,
N472/2007,N472/2007,Restructuring aid to Compel Rail,Compel Rail,Slovakia,C.28 - Manufacture of machinery and equipment n.e.c.,N472/2007,Debt write-off,Ad Hoc Case,05-10-2006,,14-08-07,Article 4(2) - decision does not constitute aid,Decision does not constitute aid (after formal investigation procedure),"Restructuring firms in difficulty, SMEs",02-04-08,JOCE C/168/2008,,SK36379913  ,0,,,
C52/2003,"C52/2003, NN45/2003",Aid in favour of British energy PLC,British energy PLC,United Kingdom,x,C52/2003,"Other, Tax deferment",Ad Hoc Case,,,23-07-03,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision, Article 7(4) - conditional decision, Corrigendum",Conditional Decision,Restructuring firms in difficulty,16-02-05,"JOCE C/180/2003, JOCE L/142/2005",,YY*1523985574,0,,,
